;link;title;description;category;transcriptions
10;QnNdPg2EPKQ;Mister Babyfoot - Tutoriel Baby foot 1 - Maitrise de balle;Tutoriel de Maxime Blin, membre de l'équipe de France de Baby foot. Apprendre à maitriser la balle est la base du Baby Foot. Entrainez-vous!;tutoriel;  bienvenue à tous sa magnifique points comme le présente je suis pas football de table plus communément applicables cette année on aura l'occasion de faire plusieurs tutoriels ensemble donc le premier d'une longue série j'espère c'est la maîtrise de balle au aviv route que ce soit aux demies à l'avant ou à l'arrière sur cette première vidéo opéra et puis donc m'a tout de suite sa magnifique donc la première étape va être de maîtriser la balle aux demies donc l'objectif voilà c'est de passer le bras d'un joueur à l'autre voilà ça va plutôt vite on va le faire tranquillement pour commencer d'un jour à l'autre comme ceux ci en déplaçant la balle jusqu'au joueur voilà tranquillement on va presser au fur et à mesure que vous avez l'habitude de déplacer la balle vous allez faire de plus en plus vite vous pouvez aussi le faire sur l'avant comme ceux ci mais également en croisés comme cela avec quelques petites variantes en avant un coup en arrière on maîtrise bien la balle on n'a pas un jour à l'autre cinquièmement pas la perdre une fois qu'on a maîtrisé les demies donc on passe sur la barre avant la barre avant paraît en avant en arrière en creuser l'objectif c'est de garder cette vallée ne pas la perdre peut être sûr de pas la perdre cet entraînement la contrée on peut le faire si juste avant un tournoi juste avoir un match pour travailler les réflexes travailler la maîtrise de balle juste avant le salon de match pour être prêt pour jouer voilà on va jouer avec le bois et enfin la barre arrière donc on va travailler la main droite comme ceux ci pour le double ça va aller en fait des passes avec le gardien aussi dit pas jouer avec le bois le côté à l'arrière voilà on maîtrise bien la balle enfin on va voir la main gauche qui sera très utile pour le simple dame a refusé la main gauche avec les bois en avant en arrière en croisé afin qu'il y ait beaucoup de repos vraiment de m'étonner cette balle à la perfection pour pouvoir faire des passes au demi à l'avant ou pourquoi pas essayer de marquer commun
11;GPHNY4R0D10;Demande de visa pour la France - Tutoriel;"Vous souhaitez demander un visa pour la France ? 
Ce tutoriel vous guidera pas à pas dans votre procédure.";tutoriel;  vous souhaitez vous rendre en france ce tutoriel vous présente les différentes étapes de votre demande de blizzard vers la france depuis le 1er décembre 2018 toutes les demandes de visas doivent être effectuées en ligne sur le site france visa premièrement je me connecte au site france visas puis je crée mon compte france visa je confirme mon adresse email est utilisé lors de la création de mon compte avec le code qui m'a été envoyé par email je récupère le code temporaire qui m'a été envoyé par email pour me connecter au site france visa [Musique] après m'être connecté je complète le formulaire de demande de visa en ligne je vérifie ensuite l'exactitude de mon formulaire et prend connaissance des pièces justificatives requises pour le dépôt de ma demande [Musique] je dois ensuite prendre mon rendez vous au centre de visas pour ce faire je me connecte au site du centre tls contact [Musique] je m'enregistre sur ce site je prends mon rendez vous sur le site du centre tls contact [Musique] je reçois un email en indiquant le montant à régler auprès d'une agence wafacash hassen devait être dès ma prise de rendez vous je me reconnecte au site france visa pour confirmer ma prise de rendez vous auprès du centre tls contact [Musique] enfin j'ai un prime le récépissé et le formulaire de demande que je dois présenter lors de mon rendez vous je me présente à mon rendez vous au centre tls contact
12;EgqIULECIQ;Formation Data Scientist #13- Tutoriel R - Fonctions utiles - lapply & sapply;"►►►►►►► Merci de lire la description ◄◄◄◄◄◄◄

1) - Pour plus de videos abonne toi : http://goo.gl/wgfzdM

2) -Clique sur j'aime ça me fait plaisir.

Dans cette vidéo vous allez apprendre à utiliser les fonctions lapply et sapply";tutoriel; 
13;6uzMLPmkXmE;Comment nouer un véritable noeud papillon - Tutoriel Men's Code;"Comment nouer facilement un véritable nœud papillon - un tutoriel de Men's Code à Rennes

https://www.facebook.com/menscoderennes


 
site : 
blog : 

© Men's Code EURL | Stéphane Ludinard";tutoriel;  voici comment réaliser un noeud papillon en réalité c'est très simple il suffit de maîtriser les quelques étapes clés positionner le noeud papillon de façon asymétrique autour du cou le pan le plus long va passer au dessus du pan le plus court réalisé un noeud simple et laisser le pan le plus long positionner sur l'épaule l'extrémité qui tombe va garder sa pointe du même côté c'est à dire vers l'extérieur gauche droite pour la personne qui le porte faites ensuite retomber le paon qui se trouvait sur l'épaule au milieu de votre ne pliez vous constatez alors qu'ils se forment une ouverture derrière ce premier noeud il suffit ensuite de replier le paon qui tombe de façon à former un coin que vous aller glisser dans cette ouverture attention veillez bien à conserver la pointe du côté opposé à celle existante n'essayez pas de passer la pointe dans le trou il s'agit vraiment de passer d'abord l'angle le ne trouve alors sa position il vous suffit pour l'ajuster de procéder à l'essai rage desserrage successifs en l'état si vos bras vous font souffrir ce qui est normal après avoir procédé soi même à la réalisation d'une papillon vous pouvez patienter quelques instants puis revenir plus tard de même que vous pourrez l'ajuster au cours de la soirée comme vous le souhaiterez une fois que le ne semble à votre goût il suffit simplement de rabattre le col de repositionner l'ensemble c'est terminé
14;qbRNZkg8KGk;[Tutoriel] Sunlite Suite 2: Présentation rapide (Français);"Vous avez du mal à maîtriser Sunlite Suite 2? Prenez des cours gratuitement avec ce tutoriel. Chaque semaine, une vidéo sera mise en ligne pour découvrir les secrets de ce logiciel.
Abonnez-vous pour recevoir automatiquement les nouvelles vidéos!
Plus d'infos sur la page Facebook: ";tutoriel;  bonjour à tous et bienvenue dans cette nouvelle série de tutoriels qui va donc être consacrés au fameux logiciel seul lights 8,2 dont j'avais parlé dans pas mal de vidéos c'est un logiciel alors je le dis tout de suite que je ne possède pas encore dans le sens où je n'ai pas acheté l'interface mais le logiciel est gratuit en téléchargement sur le site internet en fait ce qui se passe c'est que pour pouvoir utiliser le logiciel le logiciel pleinement avec toutes ses fonctions ils doivent alors que vous aller le télécharger donc d'abord sur le site internet de nicolo dit pour l'instant c'est gratuit mais en fait le fait d'acheter l'interface va le brider ou l'activer dans le sens où vous allez le voir tout de suite nous allons donc démarrer le logiciel donc vous il suffit vous suffit de le télécharger il est gratuit en téléchargement et donc vous allez avoir ça qui va s'ouvrir ce qui va se passer c'est que donc là vous allez avoir juste des mots shaoqi va qui va afficher qui va s'afficher c'est juste qu'en fait moi je fais d'autres choses depuis donc nous cliquons sur ok il va se lancer et là il va détecter qu'il n'ya pas le l'interface donc le logiciel n'est pas bridé donc ici jeu épuré un petit peu le truc voilà donc là vous allez tomber là dessus dès que vous allez arriver là on va tout de suite dégrossir un petit peu en expliquant ce qui s'y passe donc ici c'est la page où on va retrouver tous les projecteurs que l'on a activé voilà donc je sais pas trop à quoi ils correspondent parce que c'est pas moi qu'il est activé mais on les a là et après on les a ici aussi ou en fait là c'est le détail de chaque page donc là par exemple c'est ma page masters si je veux mon détail et 20 je les ai tous là si je veux par exemple le détail de l'aide vol washer je clique dessus et j'ai tout ça pour que ce soit plus simple et tout de suite que vous puissiez voir à quoi ressemblent les projecteurs je vais vous conseiller d'aller dans contrôleur fenêtre externe et là vous allez cliquer sur easy view et donc c'est ce qui s'était allumé tout à l'heure et donc easy view c'est super pratique parce que ça vous permet de voir en 3d comment va se comporter votre show donc par exemple je vais sur ma page master là alors petite astuce 1 pour qu'elle puisse rester dans les différentes options je ne sais plus laquelle c'est pour pouvoir obligé en faite le la fenêtre à rester tout le temps même si vous pouvez voilà ici affichage toujours visibles si vous le désactiver eh bien il suffit que je que je clique à côté je l'aurais plus mais moi je préfère l'activer voilà est pareil si vous voulez avoir plus de place dans votre show vous double cliquer et tout de suite vous avez plus de place pareil en le déplacement un jour avec la molette de la souris pour se déplacer voilà c'est un logiciel qui est très très pratique attention parce que ça demande un petit peu de ressources bref on va y revenir tout à l'heure donc le les deux voleurs en fait c'est son est plus ni moins que des barres à led qui sont toutes ici je vais les allumés et on va voir je vais donc dans la page led world watchers et je clique sur scène et voilà on elle soit lui donc maintenant on voit qu'il ya autre chose qui rentrent en action ce sont la page de projecteur qui est ici cette page c'est ni plus ni moins qu en fait le fonctionnement quand vous avez pas la fenêtre easy chaud ici vous voyez un petit peu à quoi ressemble votre show donc là on a très rapidement des gros si le trait le prochaine épisode qui suit tout de suite ça va être pour pouvoir créer notre premier show et commencer à vraiment rentré dans le vif du sujet là c'était juste la présentation du logiciel donc on se retrouve j'espère tout de suite pour la vidéo vraiment on va rentrer dans le vif du sujet tout ce qu'on va faire ça va être tout simplement de créer notre propre show ça va se diviser en plusieurs vidéos met donc on va dans un premier temps à mener nos projecteurs et pouvoir petit à petit les paramétrer pour faire un super show allez on se retrouve j'espère dans la prochaine vidéo aller à tout de suite
15;Prmc31rk0_0;Tutoriel Plongée UCPA N°8 : Comment s'orienter sous l'eau;"Tous les séjours plongée à l'UCPA : http://bit.ly/UCPA-Plongée

Facebook : https://facebook.com/UCPAvacances
Twitter : 
Instagram : 

Quelques astuces afin de pouvoir t'orienter sous l'eau de façon instinctive, sans boussole et d'être capable de répondre à la question : « où se trouve le bateau ? »";tutoriel;  aujourd'hui nous allons tout donner des astuces afin de pouvoir orienter sous l'eau de façon instinctive sans boussole et d'être capable de répondre à la question où se trouve le bateau sur le bateau écoutent les consignes les conseils du directeur de plongée il fixe la profondeur et le temps de plonger à respecter il explique les particularités du site et le parcours à effectuer il indique les points remarquables pour te repérer regarde autour de toi memories la situation du bateau par rapport à la cote la position du soleil le sens du courant fait une dernière vérification de matériel avec son binôme pense à emporter une plaquettes immergeables pour communiquer sous l'eau une fois sous l'eau il marche toi le long du mouillage ce sera plus facile pourtant orienté regarde autour de toi les particules en suspension le fond qui s'approche arrivés près de lancre équilibre toi et mémorise que tu vois devant le fond en pente douce en haut le soleil derrière soi le bleu du large consulte son ordinateur retient la profondeur du mouillage pour le retour pour loin tu devines un gros rocher dire histoire dans sa direction en gardant le tombant sur ta droite on dira rocher main droite et avec le soleil sur ta gauche on dirait que le soleil est à 9 heures comme sur une montre par sécurité par toujours face aux courants pendant l'exploration avance en prenant des repères au fur et à mesure un rocher une faille un bouquet de gorgone retourne toi pour voir quelle apparence ils auront à ton retour lorsque vous décidez de faire demi-tour amis pression vérifie la profondeur et la direction à prendre par rapport au soleil tu dois avoir le courant dans le dos remonte un peu pour profiter d'autres choses à voir n'hésite pas à faire un tour sur toi même si tu ne repart pas la chaîne le temps de l'aller doit être sensiblement le même que celui du retour arrivé au pied de lampe vérifiez vos paramètres puis faites votre remontée et vos paniers ensemble une fois sur le bateau doté paramètres au directeur de plongée dans cette vidéo le parcours était facile par la suite pour augmenter les difficultés en tentant se dérobe dispersés dans une eau moins claires ou plongée nuit profite de ses conseils écoutez recommandations de temps moniteur fait attention à ta sécurité et à celle des plongeurs d'état palanquée pense à protéger l'environnement sous-marin eaubonne plongée m
16;HkIab2dOH-A;Tutoriel couverture ardoise : étape 1 - pose du film de sous toiture;"Stéphane vous montre toutes les étapes de la réalisation d'une couverture ardoise sur liteaux.
Ce premier épisode concerne la pose du film de sous toiture, parfois appelé ""polyane"".

Retrouvez plus d'informations sur notre site internet :";tutoriel;  bonjour je m'appelle tes fans je suis coureur et je cite vous apprendre quelques étapes à couvrir la culture par vous même tout d'abord déjà mayette nous commencerons la pause ça polyane et de ce contrôle tonnage ensuite nous verrons le lui donna le traçage des urnes pour pouvoir préparer le bat toi une armoire et ensuite du placard une fois la mène en verre du placard et nous verrons la mise en oeuvre pour la pose d'une ventilation et pour terminer nous finirons par la pose d'un étage voilà j'espère que c'est que la foire où nous allons commencer bientôt vous êtes prêts alors pour la pose du polygone vous avez besoin d'un renouveau à l'heure de gloire de waziers et d'un cutter avant de monter sur le poids vous allez prendre la longueur de votre toiture et il a ajouté plus de 20 cm ce qui nous évitera kambiré couper votre politique le tout coupé par terre et de ne pas monter le roux sur le tour ce qui est très bons joueurs qui ont marqué la fin de 50g prédécoupés déjà paul y en a un autre sens pour la mise en place commencez par l'extrémité de la nature vous allez voir vous adaptez votre polyane il avait des petits pointillés il souffre généralement à 15 centimètres du but le deuxième le médecin en vue de tous vous me mettez avec l'encombrant minimum qu'il ya jusqu'ici juste donc attention quand vous allez craquer ou pour hâter un en gros est improbable au dessus du dispositif voilà on ne commence j'ai besoin de mon genou n'est pas celui-ci d'abord je vais étaler montpellier je lui met un coup provisoire voilà je peux revenir en plus trop gros bon je vous conseille de pointer tous les deux jours car si entre temps vous avez mois devant ça peut prendre et du coup vous allez bien fraîche
17;i2KSbI4ox;Tutoriel Plongée UCPA N°7 : Comment gérer sa remontée individuelle;"Tous les séjours plongée à l'UCPA : http://bit.ly/UCPA-Plongée

Facebook : https://facebook.com/UCPAvacances
Twitter : 
Instagram : 

Nous allons te donner des astuces pour réussir une remontée individuelle jusqu'au palier. Apprends à observer l'environnement qui t'entoure, commence à ressentir les effets positifs de la flottabilité qui te permettront de refaire surface sans aucun effort.";tutoriel; 
18;5w3dcoL-Qk;Tutoriel: Comment utiliser Veet Sensitive Precision™;"Le nouveau Veet Sensitive Precision™ n'aura plus de secrets pour vous grâce à ce Tuto.

Rasez tout en douceur et taillez avec précision les parties de votre corps les plus sensibles.

Veet Sensitive Precision™ est le premier appareil beauté de Veet spécialement conçu pour couper en douceur et tailler avec précision les poils de vos zones sensibles comme le visage, le maillot et les aisselles.

• Rapide & Tout en Douceur : ses lames ne touchent pas la peau, donc pas de craintes de vous couper !
• Haute Précision : des accessoires spécifiques pour couper et tailler vos poils avec précision.
• Toujours avec vous: idéal pour les petites retouches rapides, où que vous soyez.

Pour plus d'informations sur le produit rendez-vous sur: www.veet.fr";tutoriel; 
19;-WJnxDecaj4;Comment régler un Appareil Canon pour faire du HDR - tutoriel Serge Ramelli;"Dans ce tutoriel, je vous montre comment régler un appareil Canon pour faire des photos HDR

Si vous voulez connaitre mes techniques de retouches ou de création de portraits, vous pouvez visiter :




Francais : 
English 

You can get the my entire training at  and get the raw files and see all my Podcast at 

Serge Ramelli training on Photography, Lightroom and Photoshop.





SUBSCRIBE FOR OTHER VIDEO TIPS AND TUTORIALS :
============================================


LAST EPISODE :
=============


SUBSCRIBE TO MY PODCAST ON ITUNES:
==================================



GET A FREE TUTORIAL WITH IT'S RAW FILES !
=====================================



Follow me ! :
==========
GOOGLE +      ► 
FACEBOOK    ►  
TWITTER        ► 
INSTAGRAM  ► ";tutoriel; 
20;7G_nXpv8JbE;Tutoriel Ski & Snowboard Freestyle N°1: Introduction au Freestyle;"Stages Freestyle camps ados: http://bit.ly/UCPA-freestyle-camps-ados
Stages Freestyle adultes : http://bit.ly/UCPA-stage-freestyle

Page Facebook : 
Twitter : 
Instagram : 

La playlist des tutos : ...

Abonne toi à la chaîne : ...

Le blog avec tous les tutos UCPA : www.weareucpa.com

Premiers pas en Freestyle bien s'équiper, étudier son environnement et adopter la bonne posture. 
Robin Ledieu formateur freestyle de l'UCPA vous donne ses conseils pour bien débuter sur le park et en dehors !

N'hésitez pas à poser vos question dans les commentaires et à nous proposer de nouveaux sujets de tutos !";tutoriel;  par les douze thèmes suivants l'objectif de faire découvrir le freestyle à ski et en snowboard contre les chocs il est conseillé de porter des protections casque dorsale short et protège poignets échauffez vous systématiquement avant de débuter une session sur du plat pour plus de confort vous pouvez réaliser un échauffement classique articulations par articulations ou en effectuant des mouvements de freestyle sans skis ou snowboard au pied et en effectuant ces mêmes mouvements de freestyle avec ski ou snowboard au pied ces deux dernières méthodes sont avantageuses car elles permettent en plus de développer des gestuelles qui nous seront très utiles pour éviter les chutes porter votre attention sur trois facteurs clés votre vitesse d'évolution qui doit être globalement faible sur la piste ou ajuster aux modules choisis dans un snowpark vos choix de terrain privilégié les pentes peu raides sur la piste des modules progressif dans le parc des neiges douce et une météo qui ne prive pas de visibilité enfin porter une grande attention aux autres usagers autour de vous vous serez rarement seul sur la piste les trajectoires des freestylers sont souvent ont traversé contrairement à celle d'une grande majorité de pratiquants en normal comme on switch pour rester debout à la verticale pour que les perceptions soit juste surveiller vos attitudes dans une position légèrement abaissé le port de tête et droits et pour plus de stabilité les bras sont légèrement écartés tout comme les pieds à skis une figura et un déséquilibre ou une simple chute ne sont pas les seul fruit d'un hasard capricieux ils sont souvent liés à un petit raté dans la phase de glisse au contact de la neige avant ou au moment de créer un tricks ainsi pour être et rester équilibré porter une rigoureuse attention à vos attitudes lors des approches elles se doivent d'être verticale c'est ce qu'on appelle la préparation vous devez terminer le mouvement dans une attitude équilibrée et stable sur vos pieds sans inclinaison sans position arrière sans twist et ce en cassage de bus à petite vitesse et bien avant d'aller dans un snowpark vous pourrez découvrir le freestyle perfectionner et automatisée de multiples gestuelle et autres habileté sur des pistes vertes ou bleues ou même sur du plat grâce au flat la méthode du cpa s'articule autour de trois grandes familles les décollages les rotations et les déformations dans un premier temps le jeu consiste à développer ces familles une par une dans un second temps à les combiner à les mélanger alors n'oubliez pas exercez-vous en flat choisissez les pentes douces n'allez pas trop vite et soignez votre attitude
21;I-umOzNBME;Tutoriel Ski & Snowboard Freestyle N°3 : les rotations 180, 360, 540 ...;"Stages Freestyle camps ados: http://bit.ly/UCPA-freestyle-camps-ados
Stages Freestyle adultes : http://bit.ly/UCPA-stage-freestyle

Page Facebook : 
Twitter : 
Instagram : 

La playlist des tutos : ...

Abonne toi à la chaîne : ...

Le blog avec tous les tutos UCPA : www.weareucpa.com

Pour lancer vos premières rotations il est important d'apprendre à coordonner ses gestes de la préparation du saut à la fin de la réception. Explications. 

Robin Ledieu formateur freestyle de l'UCPA vous donne ses conseils pour bien débuter sur le park et en dehors !

N'hésitez pas à poser vos question dans les commentaires et à nous proposer de nouveaux sujets de tutos !";tutoriel; 
22;R5ZXEX8FagM;Mavic Pro tutoriel - Le focus peaking;Dji Go 4 offre une fonction de focus peaking. A quoi cela sert, comment l'activer, c'est ce que nous verrons dans ce tutoriel du site http://drone-mavic.fr/focus-peaking/;tutoriel;  bonjour à tous bienvenue sur cette vidéo de présentation de la fonction focus picking du drone mavic pro alors avec le mavic pro nous sommes désormais obligés d'être vigilants sur la mise au point de la netteté de nos prises de vue en mode autofocus on tapote sur l'écran à l'endroit de l'image sur lequel on souhaite faire la mise au point le cadre vert de l'autofocus apparaît et la caméra fait la mise au point un petit geste ne pas oublier en début ou en cours de vol au risque d'obtenir une vidéo complètement flouée inexploitables de par la taille de l'écran de contrôle ou à cause de la forte luminosité de l'environnement il n'est pas toujours facile de s assurer que le sujet à l'image est bien nettes pour nous aider l'application djigo 4 propose une fonction appelée focus picking c'est une aide à la mise au point qui fait apparaître en rouge sur l'écran les zones sur lesquelles la netteté est bonne cette option s'activent depuis le menu de prise de vues puis l'interface de la caméra symbolisé par un engrenage trois niveaux de précision sont proposées une précision faible là haut une précision élevée à être est un niveau intermédiaire appelé standard le focus picking fonctionne avec l'autofocus comme avec la mise au point manuelle cette fonctionnalité est bien pratique avec cependant quelques petits bémols premièrement il n'est pas possible de définir la couleur de la colorisation une possibilité pourtant de plus en plus répandue chez les fabricants d'appareils photo puisque dans certains cas une couleur autre que le rouge serait plus approprié second bémol cette fonctionnalité sollicite énormément le processeur du smartphone cela entraîne souvent une perturbation de la cadence d'affichage si le retour vidéo est trop saccadé vous devrez désactiver cette fonction en cliquant sur klose de fait on aurait bien aimé avoir la possibilité d'activer ou de désactiver le focus picking d'un simple geste sans avoir à passer par les menus par exemple depuis la personnalisation des boutons c1 et c2 voilà cette vidéo est maintenant terminée si cela vous a été utile n'hésitez pas à laisser un petit pouce vous trouverez d'autres par d'autres conseils sur le site www.drogues.gouv.fr bon vol à tous
23;Z4_15Jp_I;Tutoriel Visio 2016 : Explorer les options importantes du logiciel | video2brain.com;"Formation complète : ""http://bit.ly/2fBr1GT""

Modifiez quelques options utiles du logiciel. Il s'agit d'options très souvent demandées dans les formations sur les processus avec Microsoft Visio.

Ce tutoriel est un extrait de la formation intitulée « Visio 2016 : La modélisation de processus » , réalisée par le formateur expert Vincent ISOZ chez video2brain.com.";tutoriel; 
24;V0TXJR1EeUk;[TUTORIEL] Le b. a.-ba : les finitions et les techniques d'assemblage;"Vous êtes couturière débutante ? Retrouvez nos conseils et tutoriels sur la chaîne officielle Burda Style France ! Dans cette vidéo, découvrez comment rendre un vêtement impeccable en soignant les finitions. Tout le monde connaît la fonction surfiler pour éviter au tissu de s'effilocher, au point zigzag ou à la surjeteuse. Mais vous ne connaissez peut-être pas les différentes méthodes d'assemblage qui permettent à leur tour d'avoir un intérieur impeccable. 

N'hésitez pas à commenter la vidéo et à nous donner votre avis !

--------------------------------------------------------------------------
Rejoignez la communauté Mode & Couture Burda Style sur :
* Facebook : 
* Instagram : 
Retrouvez tout l'univers du magazine sur ";tutoriel;"  Bonjour! Burda style vous propose dans ses vidéos de voir ou de revoir les bases de la couture. Aujourd'hui, on va voir quelques finitions et assemblages de base. Tout d'abord, lorsqu'on coupe un tissu, il est conseillé la plupart du temps de le surfiler. Pour cela, vous pouvez utiliser une surjeteuse, mais vous pouvez également le faire avec votre machine à coudre en utilisant un point zig-zag pour éviter que le bord du tissu ne s'effiloche. Selon la technique utilisée, on va surfiler avant ou après l'assemblage. Dans le cas d'une couture ouverte, on va surfiler les bords des deux pièces à assembler, puis on va les superposer endroit contre endroit avant de les assembler.  On ouvre ensuite la couture au fer à repasser.  Pour faire une couture fermée, on assemble d'abord les deux pièces endroit contre endroit,  puis on les surfile ensemble avant de les coucher au fer.  On va voir à présent deux techniques d'assemblage qui n'utilise pas de surfil. D'abord la couture anglaise.  Pour faire une couture anglaise, on assemble d'abord les pièces endroit contre endroit, en piquant à 5mm du bord, puis on replie les pièces endroit contre endroit le long de la couture, et on pique à 1cm du bord. Cette technique convient plutôt à des coutures droites,  et est très utile pour un tissu transparent sur lequel un surfil serait moins esthétique. Autre technique de couture très solide et sans surfil: la couture rabattue. Pour faire la couture rabattue, assemblez d'abord les pièces endroit contre endroit,  puis recoupez une des marges de couture à mi-hauteur. Rabattez l'autre marge en enveloppant le bord coupé, et piquez le long de la pliure.  Cette technique est aussi appelée couture double. C'est tout pour le moment concernant les assemblages; nous allons maintenant parler des crans.  Lorsque la couture d'assemblage est une courbe, on voit souvent des plis une fois l'ouvrage remis sur l'endroit. C'est là qu'il est très utile de cranter, c'est à dire de faire des entailles sur les marges de couture, jusqu'à la piqûre d'assemblage.  Pour cela, vous pouvez couper de petits triangles, ou bien seulement des fentes si votre tissu est trop fin. Vous aurez également besoin de cranter des marges de tissu dans le cas d'un assemblage en ""V"" Il vous faudra faire une entaille à la pointe du ""V"" jusqu'à la ligne de piqûre.  Ainsi une fois retourné sur l'endroit le ""V"" sera parfaitement dessiné.  Voilà pour cette vidéo sur les finitions de base. N'hésitez pas à aller voir nos autres vidéos, pour des conseils couture ou des réalisations de modèle .  Burda Style remercie et vous recommande ses partenaires PFAFF et Ma Petite Mercerie. A bientôt! "
